iter	Passed	Remaining
228	12651	91820
229	12695	91685
230	12736	91526
231	12780	91394
232	12820	91228
233	12928	91551
234	12968	91384
235	13003	91186
236	13042	91023
237	13079	90842
238	13118	90680
239	13155	90499
240	13226	90552
241	13266	90397
242	13304	90231
243	13348	90102
244	13394	89985
245	13431	89817
246	13475	89690
247	13516	89545
248	13559	89415
249	13600	89270
250	13645	89160
251	13689	89035
252	13731	88902
253	13776	88785
254	13814	88631
255	13858	88512
256	13902	88393
257	13947	88278
258	13996	88195
259	14046	88116
260	14093	88014
261	14127	87839
262	14174	87740
263	14217	87619
264	14251	87444
265	14289	87297
266	14329	87158
267	14366	87003
268	14405	86863
269	14460	86817
270	14515	86774
271	14608	86954
272	14789	87652
273	14844	87604
274	14896	87535
275	14941	87426
276	14997	87384
277	15042	87278
278	15091	87196
279	15157	87210
280	15212	87160
281	15269	87123
282	15314	87018
283	15353	86874
284	15389	86718
285	15430	86595
286	15474	86485
287	15515	86356
288	15549	86194
289	15587	86053
290	15624	85907
291	15666	85791
292	15705	85654
293	15769	85657
294	15861	85813
295	15905	85705
296	15957	85642
297	15998	85523
298	16049	85451
299	16096	85367
300	16135	85232
301	16180	85136
302	16219	85004
303	16256	84865
304	16293	84725
305	16331	84593
306	16373	84478
307	16417	84379
308	16512	84540
309	16566	84491
310	16604	84356
311	16643	84233
312	16682	84106
313	16716	83957
314	16754	83827
315	16792	83696
316	16830	83568
317	16866	83429
318	16907	83319
319	16946	83197
320	16985	83076
321	17023	82948
322	17075	82894
323	17116	82781
324	17153	82654
325	17194	82543
326	17265	82580
327	17518	83478
328	17582	83475
329	17648	83481
330	17689	83369
331	17727	83244
332	17774	83159
333	17820	83072
334	17856	82937
335	17920	82937
336	17971	82873
337	18036	82872
338	18083	82789
339	18127	82692
340	18170	82594
341	18222	82533
342	18316	82665
343	18365	82590
344	18412	82509
345	18449	82382
346	18497	82304
347	18543	82218
348	18587	82126
349	18625	82003
350	18668	81906
351	18706	81787
352	18742	81659
353	18785	81563
354	18827	81463
355	18864	81340
356	18905	81237
357	18948	81140
358	18998	81073
359	19038	80967
360	19073	80839
361	19111	80722
362	19149	80608
363	19187	80494
364	19227	80387
365	19278	80326
366	19320	80230
367	19361	80130
368	19415	80081
369	19464	80014
370	19513	79947
371	19554	79846
372	19592	79737
373	19632	79631
374	19681	79566
375	19723	79471
376	19763	79370
377	19811	79297
378	19850	79193
379	19892	79098
380	19942	79038
381	20051	79209
382	20154	79353
383	20242	79440
384	20348	79596
385	20392	79509
386	20447	79467
387	20498	79405
388	20540	79310
389	20581	79211
390	20622	79116
391	20658	78997
392	20702	78910
393	20750	78842
394	20795	78760
395	20839	78673
396	20884	78591
397	20942	78561
398	20989	78486
399	21029	78387
400	21074	78308
401	21116	78216
402	21159	78128
403	21198	78024
404	21240	77933
405	21278	77828
406	21320	77739
407	21376	77697
408	21410	77581
409	21453	77493
410	21500	77421
411	21544	77340
412	21585	77248
413	21626	77154
414	21666	77059
415	21715	76997
416	21758	76913
417	21795	76806
418	21892	76909
419	21943	76855
420	21983	76759
421	22027	76677
422	22063	76569
423	22103	76475
424	22146	76393
425	22194	76327
426	22237	76243
427	22280	76161
428	22323	76078
429	22375	76025
430	22420	75948
431	22456	75843
432	22494	75745
433	22533	75647
434	22569	75544
435	22630	75522
436	22711	75565
437	22758	75497
438	22803	75423
439	22863	75396
440	22914	75343
441	22974	75316
442	23026	75264
443	23095	75267
444	23143	75201
445	23187	75124
446	23228	75038
447	23274	74966
448	23318	74887
449	23357	74796
450	23396	74703
451	23435	74610
452	23485	74551
453	23527	74468
454	23568	74384
455	23612	74306
456	23662	74249
457	23709	74182
458	23819	74313
459	23864	74239
460	23907	74160
461	23952	74086
462	23998	74018
463	24048	73960
464	24094	73890
465	24161	73882
466	24204	73805
467	24249	73734
468	24303	73688
469	24346	73607
470	24387	73526
471	24436	73464
472	24477	73379
473	24517	73294
474	24560	73216
475	24633	73228
476	24677	73153
477	24725	73089
478	24766	73006
479	24813	72941
480	24854	72857
481	24895	72775
482	24939	72701
483	24981	72623
484	25028	72556
485	25068	72473
486	25104	72376
487	25146	72297
488	25192	72229
489	25229	72137
490	25263	72034
491	25304	71953
492	25346	71873
493	25387	71794
494	25427	71710
495	25469	71632
496	25506	71541
497	25545	71456
498	25579	71356
499	25616	71266
500	25652	71171
501	25686	71072
502	25723	70982
503	25775	70933
504	25813	70846
505	25861	70786
506	25907	70720
507	25950	70649
508	25995	70580
509	26040	70514
510	26080	70431
511	26124	70362
512	26175	70311
513	26216	70232
514	26258	70157
515	26302	70089
516	26350	70030
517	26392	69956
518	26435	69884
519	26476	69806
520	26515	69724
521	26552	69636
522	26587	69543
523	26623	69454
524	26665	69380
525	26833	69635
526	26929	69699
527	27036	69793
528	27112	69805
529	27190	69823
530	27243	69775
531	27290	69715
532	27353	69691
533	27421	69683
534	27471	69628
535	27561	69675
536	27634	69678
537	27704	69673
538	27778	69678
539	27846	69667
540	27912	69652
541	27966	69607
542	28028	69580
543	28080	69530
544	28125	69461
545	28186	69432
546	28235	69374
547	28283	69316
548	28338	69271
549	28390	69220
550	28444	69176
551	28506	69148
552	28548	69075
553	28587	68992
554	28626	68910
555	28670	68839
556	28709	68757
557	28749	68678
558	28793	68609
559	28832	68529
560	28872	68450
561	28937	68430
562	28980	68359
563	29023	68286
564	29062	68206
565	29109	68144
566	29155	68080
567	29197	68006
568	29245	67948
569	29290	67882
570	29338	67823
571	29376	67741
572	29416	67663
573	29449	67570
574	29483	67479
575	29522	67400
576	29562	67321
577	29607	67256
578	29653	67193
579	29693	67116
580	29743	67063
581	29781	66981
582	29819	66902
583	29857	66822
584	29894	66737
585	29931	66656
586	29967	66572
587	30002	66484
588	30043	66412
589	30086	66342
590	30121	66258
591	30168	66196
592	30206	66117
593	30259	66070
594	30325	66054
595	30377	66004
596	30427	65951
597	30535	66025
598	30645	66099
599	30727	66115
600	30784	66076
601	30837	66029
602	30887	65976
603	30927	65899
604	30969	65829
605	31019	65775
606	31059	65700
607	31100	65627
608	31139	65551
609	31184	65487
610	31226	65416
611	31268	65347
612	31314	65285
613	31353	65208
614	31406	65161
615	31445	65085
616	31503	65049
617	31567	65025
618	31613	64963
619	31665	64913
620	31726	64882
621	31869	65019
622	31913	64954
623	31954	64881
624	31997	64814
625	32042	64750
626	32086	64684
627	32133	64625
628	32175	64555
629	32217	64485
630	32253	64404
631	32293	64331
632	32335	64263
633	32374	64186
634	32410	64107
635	32445	64024
636	32486	63953
637	32538	63903
638	32642	63956
639	32682	63884
640	32719	63806
641	32762	63739
642	32802	63665
643	32838	63586
644	32881	63520
645	32926	63457
646	32975	63402
647	33019	63338
648	33071	63289
649	33119	63233
650	33178	63197
651	33234	63156
652	33290	63114
653	33336	63054
654	33377	62983
655	33417	62912
656	33472	62869
657	33512	62798
658	33551	62724
659	33585	62642
660	33627	62574
661	33665	62498
662	33718	62453
663	33767	62399
664	33813	62339
665	33876	62310
666	33934	62273
667	33982	62215
668	34032	62164
669	34092	62128
670	34140	62073
671	34187	62015
672	34234	61958
673	34284	61905
674	34332	61850
675	34375	61783
676	34420	61722
677	34524	61767
678	34571	61710
679	34611	61639
680	34658	61581
681	34700	61513
682	34737	61438
683	34784	61381
684	34826	61315
685	34864	61241
686	34898	61161
687	34940	61094
688	34982	61028
689	35021	60957
690	35059	60884
691	35099	60815
692	35137	60742
693	35182	60682
694	35220	60610
695	35293	60597
696	35350	60558
697	35440	60573
698	35500	60539
699	35550	60486
700	35589	60416
701	35637	60360
702	35689	60311
703	35740	60262
704	35791	60210
705	35836	60150
706	35871	60074
707	35912	60007
708	35956	59943
709	35994	59871
710	36030	59797
711	36066	59722
712	36105	59652
713	36146	59586
714	36188	59520
715	36226	59449
716	36303	59442
717	36363	59407
718	36401	59336
719	36441	59268
720	36506	59241
721	36564	59201
722	36628	59172
723	36677	59120
724	36722	59059
725	36773	59010
726	36854	59008
727	36899	58948
728	36940	58881
729	37001	58847
730	37038	58774
731	37075	58703
732	37112	58630
733	37156	58570
734	37200	58509
735	37243	58446
736	37292	58392
737	37343	58342
738	37383	58275
739	37419	58202
740	37458	58133
741	37503	58075
742	37542	58006
743	37587	57948
744	37626	57879
745	37667	57813
746	37706	57745
747	37747	57680
748	37788	57616
749	37828	57550
750	37880	57502
751	37931	57451
752	37975	57391
753	38025	57340
754	38096	57321
755	38127	57241
756	38202	57228
757	38262	57191
758	38312	57140
759	38368	57097
760	38413	57040
761	38455	56976
762	38525	56955
763	38566	56890
764	38604	56821
765	38644	56756
766	38690	56698
767	38733	56637
768	38775	56574
769	38823	56520
770	38867	56461
771	38915	56406
772	38972	56367
773	39041	56342
774	39103	56308
775	39159	56267
776	39213	56220
777	39255	56158
778	39326	56137
779	39377	56087
780	39445	56062
781	39488	56001
782	39535	55946
783	39577	55882
784	39613	55812
785	39652	55745
786	39698	55688
787	39740	55626
788	39783	55565
789	39820	55496
790	39863	55436
791	39903	55370
792	39940	55302
793	39984	55243
794	40080	55256
795	40125	55197
796	40181	55155
797	40225	55095
798	40268	55035
799	40313	54977
800	40361	54923
801	40405	54865
802	40459	54819
803	40499	54754
804	40540	54692
805	40573	54618
806	40637	54586
807	40696	54547
808	40754	54506
809	40847	54513
810	40917	54489
811	40966	54437
812	41008	54375
813	41049	54312
814	41096	54257
815	41145	54205
816	41191	54149
817	41232	54086
818	41278	54030
819	41320	53968
820	41360	53904
821	41397	53836
822	41434	53769
823	41481	53713
824	41521	53650
825	41561	53587
826	41600	53522
827	41644	53463
828	41685	53401
829	41729	53343
830	41780	53294
831	41825	53237
832	41867	53176
833	41909	53115
834	41955	53059
835	41994	52994
836	42038	52937
837	42075	52870
838	42118	52811
839	42159	52749
840	42201	52689
841	42236	52619
842	42279	52561
843	42315	52493
844	42358	52433
845	42394	52366
846	42436	52306
847	42476	52243
848	42515	52180
849	42557	52119
850	42598	52059
851	42641	52000
852	42680	51936
853	42727	51883
854	42769	51823
855	42812	51765
856	42856	51707
857	42901	51652
858	42942	51591
859	42982	51528
860	43019	51463
861	43062	51405
862	43110	51353
863	43153	51294
864	43191	51230
865	43229	51166
866	43276	51113
867	43316	51051
868	43359	50993
869	43408	50942
870	43450	50884
871	43505	50839
872	43555	50789
873	43599	50732
874	43645	50678
875	43685	50617
876	43734	50566
877	43778	50509
878	43820	50450
879	43874	50406
880	43919	50350
881	43966	50296
882	44010	50241
883	44073	50205
884	44118	50150
885	44157	50088
886	44202	50033
887	44239	49968
888	44272	49899
889	44309	49836
890	44348	49773
891	44391	49716
892	44438	49664
893	44601	49740
894	44685	49728
895	44769	49715
896	44813	49659
897	44868	49615
898	44927	49574
899	44994	49543
900	45044	49493
901	45112	49463
902	45179	49432
903	45251	49406
904	45298	49352
905	45358	49313
906	45452	49311
907	45495	49253
908	45547	49205
909	45623	49183
910	45713	49175
911	45759	49120
912	45802	49062
913	45843	49003
914	45892	48951
915	45931	48889
916	45977	48835
917	46016	48773
918	46067	48724
919	46118	48674
920	46169	48625
921	46214	48570
922	46291	48548
923	46331	48487
924	46377	48432
925	46419	48374
926	46462	48317
927	46507	48261
928	46549	48203
929	46590	48143
930	46677	48131
931	46798	48153
932	46852	48108
933	46904	48059
934	46954	48009
935	46992	47946
936	47027	47880
937	47086	47839
938	47138	47790
939	47195	47747
940	47252	47704
941	47292	47643
942	47345	47596
943	47391	47542
944	47437	47487
945	47490	47439
946	47528	47377
947	47571	47320
948	47613	47262
949	47669	47217
950	47710	47158
951	47758	47105
952	47806	47053
953	47855	47002
954	47900	46947
955	47941	46888
956	47987	46834
957	48035	46782
958	48087	46733
959	48138	46684
960	48210	46655
961	48251	46596
962	48295	46539
963	48336	46481
964	48376	46421
965	48413	46359
966	48450	46296
967	48495	46240
968	48608	46250
969	48652	46195
970	48696	46138
971	48773	46114
972	48814	46054
973	48853	45994
974	48903	45944
975	48940	45881
976	48981	45822
977	49021	45763
978	49074	45716
979	49120	45661
980	49168	45610
981	49224	45564
982	49291	45530
983	49339	45479
984	49386	45425
985	49432	45371
986	49467	45307
987	49513	45253
988	49595	45232
989	49636	45173
990	49685	45122
991	49741	45078
992	49790	45027
993	49843	44979
994	49885	44921
995	49932	44869
996	49976	44813
997	50031	44767
998	50069	44706
999	50114	44652
1000	50156	44594
1001	50193	44532
1002	50244	44483
1003	50319	44455
1004	50397	44429
1005	50441	44374
1006	50549	44374
1007	50596	44321
1008	50641	44267
1009	50686	44212
1010	50731	44157
1011	50765	44094
1012	50804	44034
1013	50869	43996
1014	50925	43951
1015	50983	43908
1016	51042	43865
1017	51087	43810
1018	51202	43816
1019	51285	43793
1020	51432	43825
1021	51482	43775
1022	51521	43714
1023	51558	43653
1024	51606	43601
1025	51642	43538
1026	51683	43480
1027	51717	43416
1028	51761	43361
1029	51802	43302
1030	51844	43245
1031	51883	43186
1032	51917	43122
1033	51965	43070
1034	52006	43011
1035	52056	42961
1036	52114	42918
1037	52194	42892
1038	52339	42919
1039	52391	42870
1040	52433	42813
1041	52478	42758
1042	52571	42742
1043	52635	42703
1044	52695	42660
1045	52741	42606
1046	52836	42592
1047	52904	42556
1048	52988	42532
1049	53059	42498
1050	53121	42456
1051	53205	42433
1052	53251	42378
1053	53305	42330
1054	53359	42282
1055	53433	42250
1056	53468	42188
1057	53507	42127
1058	53550	42071
1059	53603	42022
1060	53668	41983
1061	53706	41923
1062	53749	41867
1063	53791	41809
1064	53833	41752
1065	53871	41692
1066	53936	41652
1067	53984	41600
1068	54042	41555
1069	54145	41545
1070	54194	41493
1071	54247	41444
1072	54289	41387
1073	54356	41349
1074	54396	41290
1075	54438	41233
1076	54476	41173
1077	54518	41116
1078	54571	41067
1079	54614	41011
1080	54661	40958
1081	54707	40904
1082	54756	40852
1083	54805	40801
1084	54849	40745
1085	54901	40695
1086	54943	40639
1087	54990	40586
1088	55043	40536
1089	55088	40482
1090	55139	40431
1091	55182	40375
1092	55234	40326
1093	55303	40289
1094	55370	40251
1095	55419	40199
1096	55517	40182
1097	55560	40127
1098	55607	40073
1099	55646	40014
1100	55698	39965
1101	55740	39908
1102	55802	39866
1103	55844	39809
1104	55882	39749
1105	55982	39734
1106	56024	39677
1107	56060	39617
1108	56103	39561
1109	56144	39503
1110	56188	39448
1111	56231	39392
1112	56295	39351
1113	56353	39305
1114	56420	39266
1115	56511	39244
1116	56582	39207
1117	56649	39168
1118	56746	39149
1119	56786	39091
1120	56829	39035
1121	56874	38980
1122	56912	38921
1123	56953	38864
1124	56999	38810
1125	57037	38750
1126	57094	38704
1127	57135	38647
1128	57177	38591
1129	57214	38531
1130	57264	38479
1131	57368	38465
1132	57493	38464
1133	57556	38422
1134	57603	38368
1135	57652	38316
1136	57786	38321
1137	57831	38266
1138	57883	38216
1139	57941	38170
1140	57988	38116
1141	58048	38071
1142	58163	38063
1143	58218	38014
1144	58267	37962
1145	58306	37904
1146	58351	37849
1147	58390	37790
1148	58441	37740
1149	58484	37684
1150	58553	37645
1151	58595	37588
1152	58640	37534
1153	58680	37476
1154	58721	37419
1155	58762	37362
1156	58803	37304
1157	58837	37243
1158	58875	37184
1159	58915	37126
1160	58951	37067
1161	58987	37006
1162	59032	36952
1163	59073	36895
1164	59110	36836
1165	59150	36778
1166	59190	36721
1167	59229	36663
1168	59268	36605
1169	59316	36552
1170	59356	36495
1171	59392	36436
1172	59495	36417
1173	59533	36359
1174	59571	36300
1175	59614	36244
1176	59654	36188
1177	59696	36132
1178	59729	36071
1179	59773	36016
1180	59828	35967
1181	59883	35920
1182	59932	35868
1183	59976	35813
1184	60016	35756
1185	60070	35708
1186	60114	35653
1187	60158	35598
1188	60197	35541
1189	60264	35500
1190	60313	35448
1191	60352	35391
1192	60398	35338
1193	60437	35280
1194	60520	35248
1195	60561	35192
1196	60609	35140
1197	60650	35084
1198	60697	35031
1199	60741	34977
1200	60799	34930
1201	60838	34873
1202	60882	34818
1203	60921	34761
1204	60994	34723
1205	61036	34668
1206	61078	34613
1207	61118	34556
1208	61157	34499
1209	61197	34442
1210	61249	34392
1211	61321	34354
1212	61379	34307
1213	61423	34253
1214	61464	34197
1215	61508	34143
1216	61545	34085
1217	61586	34029
1218	61625	33972
1219	61667	33917
1220	61705	33859
1221	61747	33804
1222	61788	33748
1223	61832	33694
1224	61874	33639
1225	61912	33582
1226	61953	33526
1227	61994	33470
1228	62037	33416
1229	62076	33359
1230	62113	33301
1231	62158	33248
1232	62232	33211
1233	62273	33155
1234	62317	33101
1235	62383	33059
1236	62435	33009
1237	62487	32959
1238	62571	32926
1239	62622	32876
1240	62673	32826
1241	62722	32775
1242	62766	32721
1243	62814	32669
1244	62853	32613
1245	62898	32559
1246	62938	32503
1247	62979	32448
1248	63019	32392
1249	63075	32344
1250	63126	32294
1251	63179	32245
1252	63280	32220
1253	63328	32169
1254	63379	32119
1255	63425	32066
1256	63478	32017
1257	63526	31965
1258	63568	31910
1259	63613	31857
1260	63655	31802
1261	63696	31747
1262	63734	31690
1263	63779	31637
1264	63818	31581
1265	63858	31525
1266	63904	31473
1267	63947	31419
1268	63983	31361
1269	64019	31303
1270	64063	31250
1271	64104	31195
1272	64149	31142
1273	64192	31088
1274	64228	31031
1275	64267	30975
1276	64304	30918
1277	64343	30862
1278	64387	30809
1279	64428	30754
1280	64464	30697
1281	64501	30640
1282	64540	30584
1283	64589	30534
1284	64631	30479
1285	64675	30426
1286	64711	30369
1287	64746	30312
1288	64787	30257
1289	64837	30207
1290	64932	30177
1291	64997	30134
1292	65065	30092
1293	65111	30040
1294	65157	29987
1295	65204	29935
1296	65249	29882
1297	65292	29829
1298	65335	29775
1299	65376	29721
1300	65421	29668
1301	65465	29615
1302	65505	29560
1303	65560	29512
1304	65637	29473
1305	65690	29424
1306	65744	29376
1307	65798	29327
1308	65861	29283
1309	65901	29228
1310	65947	29175
1311	65988	29121
1312	66035	29069
1313	66073	29014
1314	66111	28958
1315	66158	28906
1316	66196	28850
1317	66229	28793
1318	66267	28737
1319	66305	28682
1320	66347	28628
1321	66383	28571
1322	66428	28519
1323	66464	28463
1324	66504	28408
1325	66547	28355
1326	66589	28301
1327	66637	28250
1328	66675	28195
1329	66720	28142
1330	66806	28107
1331	66857	28057
1332	66895	28002
1333	66939	27950
1334	66979	27895
1335	67026	27844
1336	67066	27789
1337	67105	27735
1338	67141	27678
1339	67182	27624
1340	67216	27568
1341	67281	27524
1342	67329	27473
1343	67432	27444
1344	67574	27431
1345	67644	27389
1346	67693	27338
1347	67735	27284
1348	67775	27230
1349	67815	27176
1350	67859	27123
1351	67905	27071
1352	67941	27015
1353	67996	26967
1354	68035	26913
1355	68099	26868
1356	68149	26817
1357	68195	26765
1358	68235	26711
1359	68279	26659
1360	68328	26608
1361	68377	26557
1362	68427	26507
1363	68473	26455
1364	68516	26402
1365	68559	26349
1366	68603	26297
1367	68685	26259
1368	68753	26215
1369	68796	26162
1370	68839	26109
1371	68881	26056
1372	68928	26004
1373	68977	25954
1374	69021	25901
1375	69060	25847
1376	69104	25795
1377	69146	25741
1378	69182	25686
1379	69221	25631
1380	69258	25577
1381	69296	25522
1382	69329	25466
1383	69363	25409
1384	69399	25354
1385	69443	25302
1386	69480	25247
1387	69516	25192
1388	69552	25137
1389	69592	25083
1390	69634	25030
1391	69674	24976
1392	69712	24922
1393	69752	24868
1394	69789	24814
1395	69826	24759
1396	69865	24705
1397	69914	24655
1398	69957	24602
1399	70021	24557
1400	70084	24511
1401	70144	24465
1402	70191	24414
1403	70237	24363
1404	70273	24308
1405	70329	24260
1406	70383	24211
1407	70421	24157
1408	70518	24123
1409	70574	24075
1410	70620	24023
1411	70680	23977
1412	70752	23934
1413	70801	23884
1414	70884	23845
1415	70939	23796
1416	70981	23743
1417	71022	23690
1418	71058	23636
1419	71093	23581
1420	71133	23527
1421	71169	23472
1422	71205	23418
1423	71247	23365
1424	71286	23311
1425	71326	23258
1426	71369	23206
1427	71402	23150
1428	71439	23096
1429	71470	23040
1430	71507	22986
1431	71539	22930
1432	71567	22873
1433	71595	22816
1434	71629	22761
1435	71665	22707
1436	71699	22652
1437	71746	22601
1438	71776	22545
1439	71810	22490
1440	71840	22434
1441	71878	22381
1442	71911	22325
1443	71941	22270
1444	71978	22216
1445	72009	22160
1446	72043	22106
1447	72078	22051
1448	72122	22000
1449	72163	21947
1450	72194	21892
1451	72231	21838
1452	72257	21781
1453	72287	21726
1454	72317	21670
1455	72420	21636
1456	72454	21582
1457	72501	21531
1458	72548	21481
1459	72586	21427
1460	72628	21375
1461	72674	21325
1462	72731	21277
1463	72765	21223
1464	72821	21175
1465	72867	21124
1466	72944	21082
1467	73020	21040
1468	73065	20989
1469	73122	20941
1470	73156	20887
1471	73188	20832
1472	73226	20779
1473	73266	20727
1474	73295	20671
1475	73332	20618
1476	73360	20562
1477	73388	20507
1478	73418	20452
1479	73449	20397
1480	73479	20342
1481	73507	20286
1482	73538	20231
1483	73568	20176
1484	73627	20129
1485	73666	20077
1486	73693	20021
1487	73717	19965
1488	73743	19909
1489	73773	19854
1490	73802	19799
1491	73830	19744
1492	73858	19689
1493	73884	19633
1494	73910	19577
1495	73937	19522
1496	73963	19466
1497	73990	19411
1498	74022	19357
1499	74048	19301
1500	74075	19246
1501	74103	19191
1502	74133	19137
1503	74163	19083
1504	74190	19028
1505	74219	18973
1506	74249	18919
1507	74288	18867
1508	74318	18813
1509	74348	18759
1510	74374	18704
1511	74402	18649
1512	74428	18594
1513	74509	18553
1514	74534	18498
1515	74563	18444
1516	74592	18389
1517	74616	18334
1518	74641	18279
1519	74670	18225
1520	74698	18171
1521	74726	18116
1522	74754	18062
1523	74782	18008
1524	74809	17954
1525	74833	17899
1526	74858	17844
1527	74883	17789
1528	74908	17734
1529	74932	17680
1530	74955	17625
1531	74980	17570
1532	75004	17515
1533	75027	17460
1534	75052	17406
1535	75076	17351
1536	75106	17298
1537	75134	17244
1538	75196	17198
1539	75225	17145
1540	75252	17091
1541	75277	17037
1542	75304	16983
1543	75334	16930
1544	75367	16878
1545	75399	16825
1546	75449	16777
1547	75479	16724
1548	75512	16672
1549	75550	16621
1550	75577	16567
1551	75601	16513
1552	75634	16461
1553	75660	16407
1554	75698	16356
1555	75733	16305
1556	75756	16250
1557	75781	16197
1558	75805	16143
1559	75827	16088
1560	75849	16034
1561	75878	15982
1562	75902	15928
1563	75924	15874
1564	75949	15820
1565	75974	15767
1566	76002	15714
1567	76027	15661
1568	76049	15607
1569	76073	15553
1570	76100	15501
1571	76125	15447
1572	76147	15394
1573	76172	15340
1574	76197	15287
1575	76221	15234
1576	76251	15182
1577	76273	15129
1578	76297	15075
1579	76317	15022
1580	76340	14968
1581	76366	14916
1582	76390	14863
1583	76413	14810
1584	76471	14763
1585	76506	14712
1586	76528	14659
1587	76553	14606
1588	76575	14553
1589	76599	14500
1590	76622	14447
1591	76647	14395
1592	76670	14342
1593	76696	14290
1594	76718	14237
1595	76740	14184
1596	76764	14131
1597	76787	14079
1598	76810	14026
1599	76832	13973
1600	76856	13921
1601	76879	13869
1602	76905	13817
1603	76928	13764
1604	76965	13714
1605	76990	13662
1606	77017	13610
1607	77041	13558
1608	77067	13507
1609	77094	13455
1610	77122	13404
1611	77150	13352
1612	77176	13301
1613	77199	13249
1614	77223	13197
1615	77247	13145
1616	77269	13093
1617	77294	13041
1618	77320	12990
1619	77348	12939
1620	77373	12887
1621	77396	12835
1622	77421	12784
1623	77450	12733
1624	77481	12683
1625	77510	12632
1626	77542	12582
1627	77569	12531
1628	77599	12480
1629	77633	12430
1630	77668	12381
1631	77694	12330
1632	77719	12279
1633	77741	12227
1634	77781	12178
1635	77811	12128
1636	77840	12077
1637	77876	12028
1638	77904	11978
1639	77929	11927
1640	77959	11876
1641	77988	11826
1642	78017	11776
1643	78048	11726
1644	78073	11675
1645	78109	11626
1646	78142	11576
1647	78184	11528
1648	78218	11478
1649	78254	11429
1650	78296	11381
1651	78376	11338
1652	78398	11287
1653	78422	11237
1654	78449	11186
1655	78471	11135
1656	78494	11084
1657	78519	11034
1658	78542	10983
1659	78565	10932
1660	78588	10882
1661	78613	10831
1662	78642	10782
1663	78665	10731
1664	78690	10681
1665	78713	10630
1666	78735	10579
1667	78758	10529
