iter	MAPE
0	0.2658239207
1	0.2482182252
2	0.2317947962
3	0.2165242866
4	0.2023653838
5	0.18903908
6	0.1766604758
7	0.1651323121
8	0.1544514656
9	0.1444271303
10	0.1351144852
11	0.1265196868
12	0.1184558829
13	0.1110305856
14	0.1040617119
15	0.09756013811
16	0.09143443538
17	0.08580995856
18	0.0805769539
19	0.07575771381
20	0.07126740681
21	0.06707085773
22	0.06315971205
23	0.05952308252
24	0.05617492029
25	0.05304813085
26	0.05018986113
27	0.04747081748
28	0.04502004229
29	0.04270383095
30	0.04059313275
31	0.03862453385
32	0.03681812622
33	0.03511362447
34	0.03354855964
35	0.03209986159
36	0.03079954984
37	0.0296033583
38	0.02852967013
39	0.02752429867
40	0.02660072744
41	0.02576816358
42	0.02500366488
43	0.02430805186
44	0.02361195852
45	0.0229798554
46	0.02245276538
47	0.02194583112
48	0.02144505299
49	0.02098263291
50	0.02057989027
51	0.02021470944
52	0.01988795538
53	0.01960181795454	0.01930948555555	0.0190564814556	0.01881092265557	0.01839578024558	0.01810538819559	0.01790570946060	0.01773501096161	0.01757729686262	0.01704786716363	0.01687836496464	0.01672195536565	0.01625710756666	0.01610080026767	0.01596591546868	0.01551675156969	0.01511296417070	0.01499138187171	0.01487380827272	0.01452296677373	0.01442039447474	0.01407585967575	0.013976950776	0.01330673933
77	0.01302119772
78	0.01278327938
79	0.01269065637
80	0.01260218335
81	0.01238064921
82	0.01219283507
83	0.0121113082
84	0.01192019911
85	0.0117469136
86	0.01166046456
887	0.01193844808888	0.01186743608989	0.01181134809090	0.01174644879191	0.01158587939292	0.01153177509393	0.011481457594	0.01101156843
95	0.01096787738
96	0.01093155007
9797	0.01105649749898	0.01092447119999	0.010878930210100	0.010810407110101	0.010780853110102	0.010658713810103	0.010549013010104	0.010480090310105	0.010440962510106	0.010412802910107	0.010388110810108	0.01034816631109	0.010315191871110	0.010231854011111	0.010172377421112	0.010136931741113	0.010102613771114	0.010023952721115	0.00998899919
116	0.009910618666
117	0.009864287129
118	0.009846930745
119	0.009783966124
120	0.009821104431121	0.009748760737
122	0.009695116596
123	0.009635789422
124	0.009584191655
125	0.009555071491
126	0.009512135892
1127	0.009546219611128	0.009449330514
1129	0.00952002138130	0.00941985795
131	0.009408249942
132	0.009385037964
133	0.009350186217
134134	0.0093723269135135	0.0093482993136	0.009310200126
137	0.00930186607
138	0.009262805061
139	0.009230044037
140	0.009190907547
141	0.009156525637
142	0.00912901973
143	0.009106525585
144	0.009092272036
145	0.009076861961
146	0.009051373659
147	0.009027033072
148	0.0090113115
149	0.008993226726
150	0.008969655185
151	0.008951624685
152	0.008942084748
153	0.008929124689
154	0.008903940802
155	0.008897536475
156	0.008887418364
157	0.008878942758
158	0.008867913912
159	0.008854845114
160	0.008843663505
161	0.008831653571
162	0.008820591324
163	0.008811969276
164	0.008805052414
165	0.008796538458
166	0.00877804643
167	0.008759827542
168	0.008755334075
169	0.008743750341
170	0.008723062824
171	0.008716321946
172	0.008707904185
173	0.008701399674
174	0.008692399573
175	0.008687082246
176	0.008668820794
177	0.008662193314
178	0.008650616962
179	0.008641438483
180	0.008637422817
181	0.008628829345
182	0.008619670541
183	0.008608647688
184	0.008601837338
185	0.00859173979
186	0.008581055691
187	0.008576359325
188	0.008572433242
189	0.008567158422
190	0.00856031877
191	0.00855561053
192	0.008549017459
193	0.008545594712
194	0.008538054091
195	0.008534444066
196	0.008530337533
197	0.008527003017
198	0.008520967178
199	0.008516062424
200	0.008509648671
201	0.008506035003
202	0.008499993863
203	0.008493354519
204	0.008490110523
205	0.008483700622
206	0.008478843099
207	0.00847429247
208	0.00846996692
209	0.008467394432
210	0.008460639015
211	0.008455433892
212	0.00845019764
213	0.008446499579
214	0.008441866448
215	0.008437606409
216	0.008426917889
217	0.008422626839
218	0.008419794784
219	0.00840787433
220	0.008403740703
221	0.008400094762
222	0.008396354512
223	0.00839428578
224	0.008387680223
225	0.008381624583
226	0.008376194388
227	0.008365857372
228	0.00836107516
229	0.008356295573
230	0.008354306514
231	0.008344790436
232	0.008342049209
233	0.008336738437
234	0.008333777165
235	0.008330955004
236	0.008326710047
237	0.008320986634
238	0.008318194406
239	0.008315755496
240	0.008312849548
241	0.008305170287
242	0.00830223984
243	0.008300166652
244	0.008293293529
245	0.00829075882
246	0.008288567581
247	0.008282908892
248	0.008279809025
249	0.008274719978
250	0.00827229357
251	0.008270023391
252	0.008266569436
253	0.008259902719
254	0.008257977916
255	0.008255495954
256	0.008252430148
257	0.008248578412
258	0.008244505516
259	0.008242783425
260	0.008239539627
261	0.008235303578
262	0.008233415731
263	0.008227032805
264	0.008221329164
265	0.00821762255
266	0.008214459922
267	0.008211923306
268	0.008210188565
269	0.008207722835
270	0.008204132295
271	0.008202045618
272	0.00819982613
273	0.008194463689
274	0.008191626846
275	0.008190379724
276	0.008186397037
277	0.008184904119
278	0.008182971784
279	0.008180640632
280	0.00817739304
281	0.008176076215
282	0.008172502805
283	0.008170173472
284	0.008168308563
285	0.008164767027
286	0.008163802909
287	0.008161918206
288	0.008159661397
289	0.008156083304
290	0.008290	0.0082291	0.008291	0.008292	0.008292	0.0081293	0.008293	0.0081294	0.008294	0.0081295	0.008295	0.0081296	0.008296	0.0081297	0.008297	0.0081298	0.008298	0.0081299	0.008299	0.00300	0.00813300	0.00301	0.00813301	0.0302	0.008128302	0.0303	0.008125303	0.0304	0.008123304	0.0305	0.008121305	0.306	0.0081187306	0.307	0.0081139307	0.308	0.0081115308	0.309	0.0081097309	0.310	0.008108482147
311	0.008103899555
312	0.00810239736
313	0.008101233781
314	0.008098309426
315	0.008095255717
316	0.008093348612
317	0.008090670201
318	0.008088493212
319	0.008087658136
320	0.008084835137
321	0.008082767821
322	0.008081283818
323	0.0080784323	0.324	0.0080765324	0.325	0.008074173311
326	0.008071940504
327	0.008068693326
328	0.008065351374
329	0.008063537504
330	0.008061666479
331	0.008060498382
332	0.008058776038
333	0.008057941062
334	0.008055670681
335	0.0080537335	0.336	0.0080510336	0.337	0.0080473337	0.338	0.0080457338	0.339	0.0080446339	0.340	0.0080426340	0.341	0.0080407341	0.342	0.0080378342	0.343	0.008036256436
344	0.008035023785
345	0.00803374074
346	0.008031989424
347	0.008030198349
348	0.008028403162
349	0.008026349	0.0350	0.008025350	0.0351	0.008022351	0.0352	0.008020201639
353	0.008017755332
354	0.008016061521
355	0.008013496305
356	0.008011487486
357	0.008011014172
358	0.008009550538
359	0.008007639488
360	0.008005886426
361	0.008003004531
362	0.007999877876
363	0.007998991956
364	0.007996148361
365	0.007994755874
366	0.007993085246
367	0.007990801238
368	0.007989934701
369	0.007988563799
370	0.007985150057
371	0.007982912758
372	0.007981789965
373	0.007977964913
374	0.007975725437
375	0.007974154269
376	0.007973474953
377	0.00797377	0.00378	0.0079378	0.008379	0.0079379	0.008380	0.0079380	0.008381	0.0079381	0.00382	0.00796382	0.00383	0.00796383	0.00384	0.0079384	0.008009909656
385	0.008007811767
386	0.008006506173
387	0.00388	0.00795388	0.0389	0.007955389	0.0390	0.007954390	0.0391	0.007952890794
392	0.007951392	0.0393	0.007950393	0.0394	0.007948394	0.0395	0.007946676583
396	0.007945712468
397	0.007943698533
398	0.007942330868
399	0.007940854556
400	0.007939781944
401	0.007938016774
402	0.007936054506
403	0.007933975263
404	0.007931914495
405	0.007930196855
406	0.007929102526
407	0.007927576257
408	0.007926472325
409	0.007925256246
410	0.007923208569
411	0.007921852271
412	0.007920847574
413	0.00791967311
414	0.007918662155
415	0.00791760036
416	0.007916266517
417	0.007915038504
418	0.007913972498
419	0.007912509935
420	0.007911402751
421	0.0079105787
422	0.007908537372
423	0.007907793847
424	0.007906648145
425	0.007903489823
426	0.007902259231
427	0.007901144733
428	0.007900131493
429	0.00789954713
430	0.007898323878
431	0.007897368109
432	0.007896437134
433	0.007895401386
434	0.00789480427
435	0.007894163211
436	0.007892853083
437	0.007892208833
438	0.007891286057
439	0.007890313702
440	0.007889293679
441	0.007888551141
442	0.007887562086
443	0.007886508265
444	0.007885496371
